train_id,block_id,train_priority_class,passenger_load_percent,conflict_type
TRN-01246,BLK-010825,3,91.1,Track Occupied
TRN-01247,BLK-027184,1,44.2,Track Occupied
TRN-01248,BLK-029882,2,77.4,Track Occupied
TRN-01249,BLK-015450,3,52.8,Track Occupied
TRN-01250,BLK-017020,1,58.9,Track Occupied
TRN-01250,BLK-017021,1,58.9,Track Occupied
TRN-01251,BLK-028580,2,58.6,Track Occupied
TRN-01252,BLK-010802,3,71.3,Track Occupied
TRN-01253,BLK-026895,1,57.1,Track Occupied
TRN-01254,BLK-002330,3,66.4,Track Occupied
TRN-01255,BLK-009914,3,37.5,Track Occupied
TRN-01256,BLK-031381,3,62.9,Track Occupied
TRN-01257,BLK-014841,2,81.4,Track Occupied
TRN-01258,BLK-001996,2,97.1,Track Occupied
TRN-01259,BLK-033086,2,99.0,Track Occupied
TRN-01260,BLK-018925,2,62.2,Track Occupied
TRN-01261,BLK-006062,1,56.7,Track Occupied
TRN-01262,BLK-011230,3,71.3,Track Occupied
TRN-01262,BLK-011231,3,71.3,Track Occupied
TRN-01263,BLK-031708,2,63.4,Track Occupied
TRN-01264,BLK-020652,2,72.0,Track Occupied
TRN-01265,BLK-004369,3,77.4,Track Occupied
TRN-01266,BLK-015462,3,54.6,Track Occupied
TRN-01266,BLK-015463,3,54.6,Track Occupied
TRN-01267,BLK-014093,3,65.5,Track Occupied
TRN-01268,BLK-032713,2,75.9,Track Occupied
TRN-01268,BLK-032714,2,75.9,Track Occupied
TRN-01269,BLK-005456,1,14.8,Track Occupied
TRN-01270,BLK-008573,2,70.9,Track Occupied
TRN-01271,BLK-006207,3,69.3,Track Occupied
TRN-01272,BLK-027890,2,78.8,Track Occupied
TRN-01273,BLK-003692,3,56.4,Track Occupied
TRN-01274,BLK-025605,2,87.3,Track Occupied
TRN-01275,BLK-021149,3,56.9,Track Occupied
TRN-01276,BLK-014139,3,68.3,Track Occupied
TRN-01277,BLK-001527,3,39.5,Track Occupied
TRN-01278,BLK-025313,1,29.5,Track Occupied
TRN-01279,BLK-017480,2,38.3,Track Occupied
TRN-01280,BLK-012027,3,53.2,Track Occupied
TRN-01281,BLK-018718,2,74.3,Track Occupied
TRN-01282,BLK-009322,2,47.5,Track Occupied
TRN-01283,BLK-007463,1,54.3,Track Occupied
TRN-01284,BLK-030077,3,45.6,Track Occupied
TRN-01285,BLK-019739,1,43.2,Track Occupied
TRN-01286,BLK-032433,1,47.7,Track Occupied
TRN-01286,BLK-032434,1,47.7,Track Occupied
TRN-01287,BLK-007266,2,82.3,Track Occupied
TRN-01288,BLK-011595,3,78.3,Track Occupied
TRN-01288,BLK-011596,3,78.3,Track Occupied
TRN-01289,BLK-003144,1,40.6,Track Occupied
TRN-01290,BLK-011618,2,71.9,Track Occupied
TRN-01291,BLK-015017,3,52.9,Track Occupied
TRN-01292,BLK-004615,1,51.3,Track Occupied
TRN-01293,BLK-023994,2,70.2,Track Occupied
TRN-01294,BLK-032149,3,52.2,Track Occupied
TRN-01295,BLK-026441,1,22.7,Track Occupied
TRN-01296,BLK-000195,2,80.4,Track Occupied
TRN-01297,BLK-003636,2,67.1,Track Occupied
TRN-01298,BLK-022098,2,81.5,Track Occupied
TRN-01299,BLK-020482,3,92.3,Track Occupied
TRN-01300,BLK-018117,2,83.2,Track Occupied
TRN-01301,BLK-030447,3,41.9,Track Occupied
TRN-01301,BLK-030448,3,41.9,Track Occupied
TRN-01302,BLK-014851,2,78.0,Track Occupied
TRN-01303,BLK-012477,2,69.3,Track Occupied
TRN-01304,BLK-018603,2,80.3,Track Occupied
TRN-01304,BLK-018604,2,80.3,Track Occupied
TRN-01305,BLK-008200,3,87.7,Track Occupied
TRN-01306,BLK-008606,1,12.2,Track Occupied
TRN-01307,BLK-018776,2,90.1,Track Occupied
TRN-01307,BLK-018777,2,90.1,Track Occupied
TRN-01308,BLK-021962,2,68.0,Track Occupied
TRN-01309,BLK-027829,2,87.9,Track Occupied
TRN-01310,BLK-010568,1,25.6,Track Occupied
TRN-01311,BLK-007664,3,70.9,Track Occupied
TRN-01312,BLK-009039,3,75.6,Track Occupied
TRN-01313,BLK-020075,2,70.1,Track Occupied
TRN-01314,BLK-000624,2,52.5,Track Occupied
TRN-01315,BLK-023208,2,75.9,Track Occupied
TRN-01316,BLK-019241,2,82.8,Track Occupied
TRN-01317,BLK-009493,3,96.0,Track Occupied
TRN-01318,BLK-003169,1,61.5,Track Occupied
TRN-01319,BLK-027764,2,61.0,Track Occupied
TRN-01320,BLK-000278,3,86.3,Track Occupied
TRN-01321,BLK-029520,3,92.8,Track Occupied
TRN-01322,BLK-005635,2,81.4,Track Occupied
TRN-01323,BLK-025529,3,90.0,Track Occupied
TRN-01324,BLK-027408,1,58.8,Track Occupied
TRN-01325,BLK-003762,2,49.1,Track Occupied
TRN-01326,BLK-008186,3,69.8,Track Occupied
TRN-01327,BLK-000014,1,23.0,Track Occupied
TRN-01328,BLK-023236,3,54.1,Track Occupied
TRN-01329,BLK-010542,1,18.3,Track Occupied
TRN-01330,BLK-001917,3,99.0,Track Occupied
TRN-01331,BLK-018119,3,99.0,Track Occupied
TRN-01332,BLK-006688,2,72.3,Track Occupied
TRN-01333,BLK-032546,3,79.2,Track Occupied
TRN-01334,BLK-012910,2,82.6,Track Occupied
TRN-01335,BLK-002822,3,95.9,Track Occupied
TRN-01335,BLK-002823,3,95.9,Track Occupied
TRN-01336,BLK-017191,3,58.5,Track Occupied
TRN-01337,BLK-008351,2,41.3,Track Occupied
TRN-01338,BLK-011643,2,76.3,Track Occupied
TRN-01339,BLK-008230,2,69.7,Track Occupied
TRN-01339,BLK-008231,2,69.7,Track Occupied
TRN-01340,BLK-029954,2,76.3,Track Occupied
TRN-01341,BLK-013655,2,74.1,Track Occupied
TRN-01342,BLK-024931,2,80.2,Track Occupied
TRN-01343,BLK-000348,2,73.4,Track Occupied
TRN-01344,BLK-004587,2,84.1,Track Occupied
TRN-01345,BLK-030946,3,63.6,Track Occupied
TRN-01346,BLK-018925,2,64.6,Track Occupied
TRN-01347,BLK-033232,3,55.8,Track Occupied
TRN-01348,BLK-006580,3,91.4,Track Occupied
TRN-01349,BLK-005286,1,38.7,Track Occupied
TRN-01350,BLK-020724,2,58.3,Track Occupied
TRN-01351,BLK-012798,2,78.4,Track Occupied
TRN-01351,BLK-012799,2,78.4,Track Occupied
TRN-01352,BLK-012944,1,31.3,Track Occupied
TRN-01353,BLK-000736,3,74.9,Track Occupied
TRN-01353,BLK-000737,3,74.9,Track Occupied
TRN-01354,BLK-004647,1,17.9,Track Occupied
TRN-01355,BLK-025847,1,27.3,Track Occupied
TRN-01355,BLK-025848,1,27.3,Track Occupied
TRN-01356,BLK-017756,3,92.8,Track Occupied
TRN-01357,BLK-019682,3,41.4,Track Occupied
TRN-01358,BLK-027650,3,70.7,Track Occupied
TRN-01359,BLK-004969,2,74.6,Track Occupied
TRN-01360,BLK-013743,2,93.4,Track Occupied
TRN-01361,BLK-031234,2,64.5,Track Occupied
TRN-01362,BLK-016211,3,70.6,Track Occupied
TRN-01363,BLK-018324,2,67.3,Track Occupied
TRN-01364,BLK-006980,1,32.8,Track Occupied
TRN-01365,BLK-008356,2,86.9,Track Occupied
TRN-01366,BLK-008437,3,63.7,Track Occupied
TRN-01367,BLK-020184,2,56.9,Track Occupied
TRN-01368,BLK-001634,2,78.4,Track Occupied
TRN-01369,BLK-020143,2,68.2,Track Occupied
TRN-01370,BLK-030858,2,94.0,Track Occupied
TRN-01371,BLK-011322,3,86.6,Track Occupied
TRN-01372,BLK-011760,3,56.5,Track Occupied
TRN-01373,BLK-021494,3,62.7,Track Occupied
TRN-01374,BLK-001128,2,58.8,Track Occupied
TRN-01375,BLK-000379,2,64.5,Track Occupied
TRN-01376,BLK-008849,3,84.3,Track Occupied
TRN-01377,BLK-000931,2,50.2,Track Occupied
TRN-01378,BLK-009038,2,53.8,Track Occupied
TRN-01379,BLK-011797,2,46.7,Track Occupied
TRN-01380,BLK-020634,2,86.8,Track Occupied
TRN-01381,BLK-021800,3,66.1,Track Occupied
TRN-01382,BLK-027503,2,82.2,Track Occupied
TRN-01383,BLK-015984,1,28.1,Track Occupied
TRN-01384,BLK-003243,1,32.6,Track Occupied
TRN-01385,BLK-024046,2,41.9,Track Occupied
TRN-01386,BLK-010872,1,9.6,Track Occupied
TRN-01387,BLK-010895,2,85.7,Track Occupied
TRN-01388,BLK-019468,3,69.0,Track Occupied
TRN-01389,BLK-026141,3,53.4,Track Occupied
TRN-01390,BLK-022027,3,61.6,Track Occupied
TRN-01391,BLK-005945,2,66.2,Track Occupied
TRN-01392,BLK-015707,1,25.7,Track Occupied
TRN-01393,BLK-012587,3,55.4,Track Occupied
TRN-01393,BLK-012588,3,55.4,Track Occupied
TRN-01394,BLK-004736,2,48.4,Track Occupied
TRN-01395,BLK-027417,3,66.8,Track Occupied
TRN-01396,BLK-008692,2,65.5,Track Occupied
TRN-01397,BLK-027348,2,88.2,Track Occupied
TRN-01398,BLK-020019,2,45.0,Track Occupied
TRN-01398,BLK-020020,2,45.0,Track Occupied
TRN-01399,BLK-019772,1,61.7,Track Occupied
TRN-01400,BLK-027525,2,71.5,Track Occupied
TRN-01401,BLK-023848,3,60.4,Track Occupied
TRN-01401,BLK-023849,3,60.4,Track Occupied
TRN-01402,BLK-020436,3,87.7,Track Occupied
TRN-01403,BLK-000520,3,81.9,Track Occupied
TRN-01404,BLK-014116,3,95.3,Track Occupied
TRN-01404,BLK-014117,3,95.3,Track Occupied
TRN-01405,BLK-016264,3,48.1,Track Occupied
TRN-01406,BLK-011148,3,72.6,Track Occupied
TRN-01407,BLK-012091,3,81.9,Track Occupied
TRN-01408,BLK-029869,2,58.3,Track Occupied
TRN-01409,BLK-028410,1,42.0,Track Occupied
TRN-01410,BLK-033217,3,97.6,Track Occupied
TRN-01411,BLK-014032,2,74.7,Track Occupied
TRN-01412,BLK-002664,2,76.5,Track Occupied
TRN-01413,BLK-029796,1,38.6,Track Occupied
TRN-01414,BLK-032554,2,92.8,Track Occupied
TRN-01415,BLK-008775,2,75.7,Track Occupied
TRN-01415,BLK-008776,2,75.7,Track Occupied
TRN-01416,BLK-009009,3,76.3,Track Occupied
TRN-01417,BLK-030987,2,35.5,Track Occupied
TRN-01417,BLK-030988,2,35.5,Track Occupied
TRN-01418,BLK-007674,3,50.1,Track Occupied
TRN-01419,BLK-007910,3,76.5,Track Occupied
TRN-01420,BLK-012398,3,83.8,Track Occupied
TRN-01421,BLK-014431,3,66.7,Track Occupied
TRN-01422,BLK-000804,3,57.0,Track Occupied
TRN-01423,BLK-032714,3,80.4,Track Occupied
TRN-01423,BLK-032715,3,80.4,Track Occupied
TRN-01424,BLK-015859,1,28.6,Track Occupied
TRN-01425,BLK-011345,3,67.9,Track Occupied
TRN-01426,BLK-018639,2,58.0,Track Occupied
TRN-01427,BLK-016215,2,41.9,Track Occupied
TRN-01428,BLK-012933,3,70.5,Track Occupied
TRN-01429,BLK-018139,2,88.7,Track Occupied
TRN-01430,BLK-032672,3,68.3,Track Occupied
TRN-01431,BLK-010699,2,62.5,Track Occupied
TRN-01432,BLK-009494,1,36.6,Track Occupied
TRN-01432,BLK-009495,1,36.6,Track Occupied
TRN-01433,BLK-030241,3,51.4,Track Occupied
TRN-01434,BLK-009554,1,26.4,Track Occupied
TRN-01435,BLK-017004,2,74.9,Track Occupied
TRN-01436,BLK-016678,2,75.1,Track Occupied
TRN-01437,BLK-016762,3,77.2,Track Occupied
TRN-01438,BLK-022140,3,76.6,Track Occupied
TRN-01439,BLK-029189,2,90.9,Track Occupied
TRN-01440,BLK-002663,2,91.3,Track Occupied
TRN-01441,BLK-010016,2,65.2,Track Occupied
TRN-01442,BLK-012857,2,78.9,Track Occupied
TRN-01443,BLK-004367,2,83.8,Track Occupied
TRN-01444,BLK-014111,3,47.6,Track Occupied
TRN-01445,BLK-020246,2,54.9,Track Occupied
TRN-01446,BLK-019780,2,67.2,Track Occupied
TRN-01447,BLK-020245,2,73.8,Track Occupied
TRN-01448,BLK-022405,1,54.2,Track Occupied
TRN-01449,BLK-019922,2,33.6,Track Occupied
TRN-01450,BLK-018805,2,68.1,Track Occupied
TRN-01451,BLK-008304,2,67.3,Track Occupied
TRN-01452,BLK-001727,3,46.6,Track Occupied
TRN-01453,BLK-032828,1,23.8,Track Occupied
TRN-01454,BLK-013042,2,86.2,Track Occupied
TRN-01455,BLK-013259,2,68.7,Track Occupied
TRN-01456,BLK-010969,3,89.5,Track Occupied
TRN-01457,BLK-000069,2,62.7,Track Occupied
TRN-01458,BLK-025200,3,99.0,Track Occupied
TRN-01459,BLK-033067,2,76.1,Track Occupied
TRN-01460,BLK-020101,2,68.1,Track Occupied
TRN-01461,BLK-025216,2,48.9,Track Occupied
TRN-01462,BLK-026245,3,78.6,Track Occupied
TRN-01463,BLK-019014,3,48.3,Track Occupied
TRN-01464,BLK-030389,3,75.7,Track Occupied
TRN-01465,BLK-010224,3,47.7,Track Occupied
TRN-01466,BLK-032368,2,47.3,Track Occupied
TRN-01467,BLK-027016,1,23.8,Track Occupied
TRN-01468,BLK-001911,3,79.9,Track Occupied
TRN-01469,BLK-009644,2,74.6,Track Occupied
TRN-01470,BLK-004333,3,64.8,Track Occupied
TRN-01471,BLK-000385,3,54.0,Track Occupied
TRN-01472,BLK-014909,2,68.1,Track Occupied
TRN-01473,BLK-016501,1,5.0,Track Occupied
TRN-01474,BLK-003805,3,77.1,Track Occupied
TRN-01475,BLK-013935,2,99.0,Track Occupied
TRN-01476,BLK-013486,2,76.8,Track Occupied
TRN-01477,BLK-024880,1,30.3,Track Occupied
TRN-01478,BLK-014160,3,62.1,Track Occupied
TRN-01479,BLK-008668,2,74.9,Track Occupied
TRN-01480,BLK-023567,2,67.6,Track Occupied
TRN-01481,BLK-025639,2,69.2,Track Occupied
TRN-01482,BLK-024613,3,69.1,Track Occupied
TRN-01483,BLK-030687,2,74.4,Track Occupied
TRN-01484,BLK-032458,3,67.1,Track Occupied
TRN-01485,BLK-003805,2,84.6,Track Occupied
TRN-01486,BLK-002582,3,85.0,Track Occupied
TRN-01487,BLK-026277,2,97.1,Track Occupied
TRN-01488,BLK-008623,2,65.7,Track Occupied
TRN-01489,BLK-027411,3,66.6,Track Occupied
TRN-01490,BLK-021410,3,86.9,Track Occupied
TRN-01491,BLK-016160,2,81.6,Track Occupied
TRN-01492,BLK-014400,3,67.6,Track Occupied
TRN-01493,BLK-014340,3,92.2,Track Occupied
TRN-01494,BLK-014298,2,60.9,Track Occupied
TRN-01495,BLK-018502,3,81.8,Track Occupied
TRN-01495,BLK-018503,3,81.8,Track Occupied
TRN-01496,BLK-018159,3,78.7,Track Occupied
TRN-01497,BLK-020078,1,30.0,Track Occupied
TRN-01497,BLK-020079,1,30.0,Track Occupied
TRN-01498,BLK-030876,3,55.3,Track Occupied
TRN-01499,BLK-001018,3,86.5,Track Occupied
TRN-01500,BLK-000147,3,66.1,Track Occupied
TRN-01501,BLK-004018,2,46.0,Track Occupied
TRN-01502,BLK-025742,3,72.1,Track Occupied
TRN-01503,BLK-024909,2,79.5,Track Occupied
TRN-01504,BLK-008659,2,72.4,Track Occupied
TRN-01505,BLK-024454,3,48.8,Track Occupied
TRN-01505,BLK-024455,3,48.8,Track Occupied
TRN-01506,BLK-003960,2,70.3,Track Occupied
TRN-01507,BLK-002265,2,88.1,Track Occupied
TRN-01508,BLK-006484,2,56.0,Track Occupied
TRN-01509,BLK-016890,2,48.1,Track Occupied
TRN-01510,BLK-029277,2,70.4,Track Occupied
TRN-01511,BLK-001161,1,14.5,Track Occupied
TRN-01512,BLK-007963,1,25.2,Track Occupied
TRN-01513,BLK-006255,2,57.0,Track Occupied
TRN-01514,BLK-018976,2,62.2,Track Occupied
TRN-01515,BLK-006551,2,84.0,Track Occupied
TRN-01516,BLK-027419,1,49.3,Track Occupied
TRN-01517,BLK-027969,1,5.0,Track Occupied
TRN-01518,BLK-009955,2,76.9,Track Occupied
TRN-01519,BLK-025747,3,75.4,Track Occupied
TRN-01520,BLK-016342,3,74.5,Track Occupied
TRN-01521,BLK-009929,1,13.5,Track Occupied
TRN-01522,BLK-000935,2,70.8,Track Occupied
TRN-01523,BLK-029897,3,52.4,Track Occupied
TRN-01524,BLK-029217,3,60.0,Track Occupied
TRN-01525,BLK-013352,3,77.5,Track Occupied
TRN-01526,BLK-005563,2,76.0,Track Occupied
TRN-01527,BLK-014559,2,99.0,Track Occupied
TRN-01528,BLK-032716,3,63.6,Track Occupied
TRN-01529,BLK-016623,3,65.3,Track Occupied
TRN-01530,BLK-018533,3,82.9,Track Occupied
TRN-01531,BLK-027788,2,65.2,Track Occupied
TRN-01532,BLK-005383,2,78.7,Track Occupied
TRN-01533,BLK-011034,1,35.0,Track Occupied
TRN-01534,BLK-020940,2,85.1,Track Occupied
TRN-01535,BLK-018434,2,66.7,Track Occupied
TRN-01536,BLK-026460,3,67.4,Track Occupied
TRN-01537,BLK-007076,2,40.4,Track Occupied
TRN-01538,BLK-026275,1,43.1,Track Occupied
TRN-01539,BLK-001240,3,39.7,Track Occupied
TRN-01540,BLK-020854,3,52.4,Track Occupied
TRN-01541,BLK-027304,3,99.0,Track Occupied
TRN-01542,BLK-019459,3,88.7,Track Occupied
TRN-01543,BLK-032433,2,87.3,Track Occupied
TRN-01544,BLK-014377,2,57.3,Track Occupied
TRN-01545,BLK-000941,3,84.9,Track Occupied
TRN-01546,BLK-016308,1,30.5,Track Occupied
TRN-01547,BLK-003170,3,85.9,Track Occupied
TRN-01548,BLK-031822,2,95.7,Track Occupied
TRN-01548,BLK-031823,2,95.7,Track Occupied
TRN-01549,BLK-009171,2,60.1,Track Occupied
TRN-01550,BLK-014561,3,61.0,Track Occupied
TRN-01550,BLK-014562,3,61.0,Track Occupied
TRN-01551,BLK-019819,2,85.7,Track Occupied
TRN-01552,BLK-006574,1,53.2,Track Occupied
TRN-01552,BLK-006575,1,53.2,Track Occupied
TRN-01553,BLK-020728,3,68.4,Track Occupied
TRN-01554,BLK-017799,3,70.0,Track Occupied
TRN-01555,BLK-009230,3,71.3,Track Occupied
TRN-01556,BLK-007976,1,37.0,Track Occupied
TRN-01557,BLK-021364,3,76.6,Track Occupied
TRN-01558,BLK-016378,3,87.7,Track Occupied
TRN-01559,BLK-032912,3,82.3,Track Occupied
TRN-01560,BLK-029538,2,59.9,Track Occupied
TRN-01561,BLK-006570,2,44.9,Track Occupied
TRN-01562,BLK-015948,3,99.0,Track Occupied
TRN-01563,BLK-002854,1,23.6,Track Occupied
TRN-01564,BLK-010398,3,99.0,Track Occupied
TRN-01565,BLK-022252,2,91.7,Track Occupied
TRN-01566,BLK-024213,3,58.7,Track Occupied
TRN-01567,BLK-026237,3,70.1,Track Occupied
TRN-01568,BLK-005833,3,48.4,Track Occupied
TRN-01569,BLK-025624,3,61.4,Track Occupied
TRN-01570,BLK-020805,2,85.2,Track Occupied
TRN-01571,BLK-007666,2,83.5,Track Occupied
TRN-01572,BLK-029200,3,75.8,Track Occupied
TRN-01573,BLK-024647,2,76.4,Track Occupied
TRN-01574,BLK-003135,2,75.2,Track Occupied
TRN-01575,BLK-002348,2,70.9,Track Occupied
TRN-01576,BLK-012086,2,94.7,Track Occupied
TRN-01577,BLK-012094,2,86.6,Track Occupied
TRN-01578,BLK-015930,1,20.0,Track Occupied
TRN-01579,BLK-016444,2,58.2,Track Occupied
TRN-01580,BLK-014207,3,69.5,Track Occupied
TRN-01581,BLK-015148,3,99.0,Track Occupied
TRN-01582,BLK-018772,1,27.5,Track Occupied
TRN-01583,BLK-012025,3,67.3,Track Occupied
TRN-01584,BLK-002535,2,65.2,Track Occupied
TRN-01585,BLK-013504,2,57.7,Track Occupied
TRN-01586,BLK-000354,1,23.8,Track Occupied
TRN-01587,BLK-005542,3,44.2,Track Occupied
TRN-01588,BLK-028850,3,84.6,Track Occupied
TRN-01589,BLK-027260,2,54.1,Track Occupied
TRN-01590,BLK-007875,2,79.8,Track Occupied
TRN-01591,BLK-018912,2,75.7,Track Occupied
TRN-01592,BLK-028440,3,83.8,Track Occupied
TRN-01593,BLK-006384,1,57.7,Track Occupied
TRN-01594,BLK-008861,2,83.5,Track Occupied
TRN-01595,BLK-030194,2,64.5,Track Occupied
TRN-01596,BLK-026734,3,44.6,Track Occupied
TRN-01597,BLK-003127,2,62.8,Track Occupied
TRN-01598,BLK-005160,3,62.0,Track Occupied
TRN-01599,BLK-009621,3,78.9,Track Occupied
TRN-01599,BLK-009622,3,78.9,Track Occupied
TRN-01600,BLK-003392,2,76.9,Track Occupied
TRN-01601,BLK-009083,2,81.9,Track Occupied
TRN-01602,BLK-018308,3,76.8,Track Occupied
TRN-01603,BLK-024018,1,31.1,Track Occupied
TRN-01604,BLK-000430,3,64.9,Track Occupied
TRN-01605,BLK-028009,3,80.2,Track Occupied
TRN-01606,BLK-012316,2,83.7,Track Occupied
TRN-01607,BLK-004097,2,78.0,Track Occupied
TRN-01608,BLK-005954,2,78.5,Track Occupied
TRN-01609,BLK-010413,3,71.9,Track Occupied
TRN-01610,BLK-008105,3,60.4,Track Occupied
TRN-01611,BLK-019602,2,68.1,Track Occupied
TRN-01612,BLK-020449,2,65.6,Track Occupied
TRN-01613,BLK-031095,1,27.1,Track Occupied
TRN-01614,BLK-008353,2,95.9,Track Occupied
TRN-01614,BLK-008354,2,95.9,Track Occupied
TRN-01615,BLK-002614,3,89.4,Track Occupied
TRN-01615,BLK-002615,3,89.4,Track Occupied
TRN-01616,BLK-014573,2,82.8,Track Occupied
TRN-01617,BLK-016492,1,53.7,Track Occupied
TRN-01617,BLK-016493,1,53.7,Track Occupied
TRN-01618,BLK-021215,2,50.3,Track Occupied
TRN-01619,BLK-028837,3,77.0,Track Occupied
TRN-01620,BLK-028705,3,54.3,Track Occupied
TRN-01621,BLK-002333,2,69.9,Track Occupied
TRN-01622,BLK-007989,2,76.8,Track Occupied
TRN-01623,BLK-020357,2,67.1,Track Occupied
TRN-01624,BLK-016243,1,34.9,Track Occupied
TRN-01625,BLK-027715,3,90.2,Track Occupied
TRN-01626,BLK-030827,3,49.8,Track Occupied
TRN-01627,BLK-029061,3,58.6,Track Occupied
TRN-01628,BLK-013766,2,84.4,Track Occupied
TRN-01629,BLK-013153,3,87.3,Track Occupied
TRN-01630,BLK-027638,2,67.1,Track Occupied
TRN-01631,BLK-027789,3,99.0,Track Occupied
TRN-01632,BLK-029894,3,81.2,Track Occupied
TRN-01633,BLK-013828,2,99.0,Track Occupied
TRN-01634,BLK-004001,2,91.9,Track Occupied
TRN-01635,BLK-002532,1,15.1,Track Occupied
TRN-01636,BLK-024516,2,72.6,Track Occupied
TRN-01637,BLK-012647,1,28.4,Track Occupied
TRN-01638,BLK-021113,3,76.2,Track Occupied
TRN-01639,BLK-007155,3,52.8,Track Occupied
TRN-01640,BLK-014011,3,76.9,Track Occupied
TRN-01641,BLK-010054,3,62.0,Track Occupied
TRN-01642,BLK-012642,2,68.8,Track Occupied
TRN-01643,BLK-007434,2,86.0,Track Occupied
TRN-01644,BLK-009024,3,47.1,Track Occupied
TRN-01645,BLK-015560,3,80.2,Track Occupied
TRN-01646,BLK-027034,3,49.8,Track Occupied
TRN-01647,BLK-003295,2,69.9,Track Occupied
TRN-01648,BLK-003870,2,71.6,Track Occupied
TRN-01648,BLK-003871,2,71.6,Track Occupied
TRN-01649,BLK-014106,1,50.1,Track Occupied
TRN-01650,BLK-024173,3,80.9,Track Occupied
TRN-01651,BLK-008840,3,45.5,Track Occupied
TRN-01652,BLK-007451,3,54.5,Track Occupied
TRN-01653,BLK-009329,2,76.3,Track Occupied
TRN-01654,BLK-019969,2,94.7,Track Occupied
TRN-01654,BLK-019970,2,94.7,Track Occupied
TRN-01655,BLK-007804,2,62.6,Track Occupied
TRN-01656,BLK-031729,2,55.0,Track Occupied
TRN-01657,BLK-005333,1,20.5,Track Occupied
TRN-01658,BLK-002484,3,73.2,Track Occupied
TRN-01659,BLK-013329,3,74.9,Track Occupied
TRN-01659,BLK-013330,3,74.9,Track Occupied
TRN-01660,BLK-017669,2,66.9,Track Occupied
TRN-01661,BLK-015929,3,81.4,Track Occupied
TRN-01661,BLK-015930,3,81.4,Track Occupied
TRN-01662,BLK-007095,2,51.1,Track Occupied
TRN-01663,BLK-001504,2,54.5,Track Occupied
TRN-01664,BLK-016434,3,66.0,Track Occupied
TRN-01665,BLK-003064,3,63.2,Track Occupied
TRN-01666,BLK-005176,2,69.4,Track Occupied
TRN-01667,BLK-024192,3,69.3,Track Occupied
TRN-01668,BLK-007091,3,69.2,Track Occupied
TRN-01668,BLK-007092,3,69.2,Track Occupied
TRN-01669,BLK-025367,3,59.8,Track Occupied
TRN-01670,BLK-000652,3,48.8,Track Occupied
TRN-01671,BLK-013045,2,64.6,Track Occupied
TRN-01672,BLK-032560,2,99.0,Track Occupied
TRN-01672,BLK-032561,2,99.0,Track Occupied
TRN-01673,BLK-027079,2,75.6,Track Occupied
TRN-01674,BLK-031411,3,84.7,Track Occupied
TRN-01675,BLK-018462,3,52.3,Track Occupied
TRN-01675,BLK-018463,3,52.3,Track Occupied
TRN-01676,BLK-023576,2,91.8,Track Occupied
TRN-01677,BLK-033194,3,81.4,Track Occupied
TRN-01678,BLK-008275,2,67.9,Track Occupied
TRN-01679,BLK-029767,3,66.6,Track Occupied
TRN-01680,BLK-001983,3,99.0,Track Occupied
TRN-01681,BLK-020644,2,67.4,Track Occupied
TRN-01682,BLK-003722,3,65.4,Track Occupied
TRN-01683,BLK-025180,3,65.1,Track Occupied
TRN-01684,BLK-010436,2,99.0,Track Occupied
TRN-01684,BLK-010437,2,99.0,Track Occupied
TRN-01685,BLK-031719,2,32.1,Track Occupied
TRN-01686,BLK-015673,1,36.5,Track Occupied
TRN-01687,BLK-004692,2,53.5,Track Occupied
TRN-01688,BLK-014970,2,94.1,Track Occupied
TRN-01689,BLK-021765,2,89.6,Track Occupied
TRN-01690,BLK-006814,3,63.3,Track Occupied
TRN-01691,BLK-011072,3,62.0,Track Occupied
TRN-01692,BLK-026471,2,57.4,Track Occupied
TRN-01693,BLK-004695,2,57.8,Track Occupied
TRN-01694,BLK-030590,3,69.2,Track Occupied
TRN-01695,BLK-008586,2,64.3,Track Occupied
TRN-01696,BLK-012121,2,99.0,Track Occupied
TRN-01697,BLK-000892,1,31.7,Track Occupied
TRN-01698,BLK-001793,2,39.2,Track Occupied
TRN-01699,BLK-019796,3,58.4,Track Occupied
TRN-01700,BLK-003049,1,36.6,Track Occupied
TRN-01701,BLK-026574,3,81.2,Track Occupied
TRN-01702,BLK-020734,3,74.8,Track Occupied
TRN-01702,BLK-020735,3,74.8,Track Occupied
TRN-01703,BLK-028194,3,69.8,Track Occupied
TRN-01704,BLK-007777,3,63.7,Track Occupied
TRN-01705,BLK-028675,3,36.4,Track Occupied
TRN-01706,BLK-028206,3,76.8,Track Occupied
TRN-01707,BLK-026959,1,31.5,Track Occupied
TRN-01708,BLK-017295,2,48.8,Track Occupied
TRN-01709,BLK-028675,2,99.0,Track Occupied
TRN-01710,BLK-003464,2,59.9,Track Occupied
TRN-01711,BLK-017046,2,82.2,Track Occupied
TRN-01712,BLK-025621,3,66.5,Track Occupied
TRN-01713,BLK-022769,3,85.7,Track Occupied
TRN-01714,BLK-015723,2,68.1,Track Occupied
TRN-01715,BLK-016351,1,70.4,Track Occupied
TRN-01716,BLK-019551,2,82.9,Track Occupied
TRN-01717,BLK-010891,3,82.4,Track Occupied
TRN-01718,BLK-003202,3,99.0,Track Occupied
TRN-01719,BLK-032403,3,73.7,Track Occupied
TRN-01720,BLK-032454,1,40.8,Track Occupied
TRN-01721,BLK-005665,3,52.6,Track Occupied
