train_id,block_id,conflict_type,priority_class,passenger_load_percent
TRN-01456,BLK-010969,Track Occupied,3,89.5
TRN-01457,BLK-000069,Track Occupied,2,62.7
TRN-01458,BLK-025200,Track Occupied,3,99.0
TRN-01459,BLK-033067,Track Occupied,2,76.1
TRN-01460,BLK-020101,Track Occupied,2,68.1
TRN-01461,BLK-025216,Track Occupied,2,48.9
TRN-01462,BLK-026245,Track Occupied,3,78.6
TRN-01463,BLK-019014,Track Occupied,3,48.3
TRN-01464,BLK-030389,Track Occupied,3,75.7
TRN-01465,BLK-010224,Track Occupied,3,47.7
TRN-01466,BLK-032368,Track Occupied,2,47.3
TRN-01467,BLK-027016,Track Occupied,1,23.8
TRN-01468,BLK-001911,Track Occupied,3,79.9
TRN-01469,BLK-009644,Track Occupied,2,74.6
TRN-01470,BLK-004333,Track Occupied,3,64.8
TRN-01471,BLK-000385,Track Occupied,3,54.0
TRN-01472,BLK-014909,Track Occupied,2,68.1
TRN-01473,BLK-016501,Track Occupied,1,5.0
TRN-01474,BLK-003805,Track Occupied,3,77.1
TRN-01475,BLK-013935,Track Occupied,2,99.0
TRN-01476,BLK-013486,Track Occupied,2,76.8
TRN-01477,BLK-024880,Track Occupied,1,30.3
TRN-01478,BLK-014160,Track Occupied,3,62.1
TRN-01479,BLK-008668,Track Occupied,2,74.9
TRN-01480,BLK-023567,Track Occupied,2,67.6
TRN-01481,BLK-025639,Track Occupied,2,69.2
TRN-01482,BLK-024613,Track Occupied,3,69.1
TRN-01483,BLK-030687,Track Occupied,2,74.4
TRN-01484,BLK-032458,Track Occupied,3,67.1
TRN-01485,BLK-003805,Track Occupied,2,84.6
TRN-01486,BLK-002582,Track Occupied,3,85.0
TRN-01487,BLK-026277,Track Occupied,2,97.1
TRN-01488,BLK-008623,Track Occupied,2,65.7
TRN-01489,BLK-027411,Track Occupied,3,66.6
TRN-01490,BLK-021410,Track Occupied,3,86.9
TRN-01491,BLK-016160,Track Occupied,2,81.6
TRN-01492,BLK-014400,Track Occupied,3,67.6
TRN-01493,BLK-014340,Track Occupied,3,92.2
TRN-01494,BLK-014298,Track Occupied,2,60.9
TRN-01495,BLK-018502,Track Occupied,3,81.8
TRN-01495,BLK-018503,Track Occupied,3,81.8
TRN-01496,BLK-018159,Track Occupied,3,78.7
TRN-01497,BLK-020078,Track Occupied,1,30.0
TRN-01497,BLK-020079,Track Occupied,1,30.0
TRN-01498,BLK-030876,Track Occupied,3,55.3
TRN-01499,BLK-001018,Track Occupied,3,86.5
TRN-01500,BLK-000147,Track Occupied,3,66.1
TRN-01501,BLK-004018,Track Occupied,2,46.0
TRN-01502,BLK-025742,Track Occupied,3,72.1
TRN-01503,BLK-024909,Track Occupied,2,79.5
TRN-01504,BLK-008659,Track Occupied,2,72.4
TRN-01505,BLK-024454,Track Occupied,3,48.8
TRN-01505,BLK-024455,Track Occupied,3,48.8
TRN-01506,BLK-003960,Track Occupied,2,70.3
TRN-01507,BLK-002265,Track Occupied,2,88.1
TRN-01508,BLK-006484,Track Occupied,2,56.0
TRN-01509,BLK-016890,Track Occupied,2,48.1
TRN-01510,BLK-029277,Track Occupied,2,70.4
TRN-01511,BLK-001161,Track Occupied,1,14.5
TRN-01512,BLK-007963,Track Occupied,1,25.2
TRN-01513,BLK-006255,Track Occupied,2,57.0
TRN-01514,BLK-018976,Track Occupied,2,62.2
TRN-01515,BLK-006551,Track Occupied,2,84.0
TRN-01516,BLK-027419,Track Occupied,1,49.3
TRN-01517,BLK-027969,Track Occupied,1,5.0
TRN-01518,BLK-009955,Track Occupied,2,76.9
TRN-01519,BLK-025747,Track Occupied,3,75.4
TRN-01520,BLK-016342,Track Occupied,3,74.5
TRN-01521,BLK-009929,Track Occupied,1,13.5
TRN-01522,BLK-000935,Track Occupied,2,70.8
TRN-01523,BLK-029897,Track Occupied,3,52.4
TRN-01524,BLK-029217,Track Occupied,3,60.0
TRN-01525,BLK-013352,Track Occupied,3,77.5
TRN-01526,BLK-005563,Track Occupied,2,76.0
TRN-01527,BLK-014559,Track Occupied,2,99.0
TRN-01528,BLK-032716,Track Occupied,3,63.6
TRN-01529,BLK-016623,Track Occupied,3,65.3
TRN-01530,BLK-018533,Track Occupied,3,82.9
TRN-01531,BLK-027788,Track Occupied,2,65.2
TRN-01532,BLK-005383,Track Occupied,2,78.7
TRN-01533,BLK-011034,Track Occupied,1,35.0
TRN-01534,BLK-020940,Track Occupied,2,85.1
TRN-01535,BLK-018434,Track Occupied,2,66.7
TRN-01536,BLK-026460,Track Occupied,3,67.4
TRN-01537,BLK-007076,Track Occupied,2,40.4
TRN-01538,BLK-026275,Track Occupied,1,43.1
TRN-01539,BLK-001240,Track Occupied,3,39.7
TRN-01540,BLK-020854,Track Occupied,3,52.4
TRN-01541,BLK-027304,Track Occupied,3,99.0
TRN-01542,BLK-019459,Track Occupied,3,88.7
TRN-01543,BLK-032433,Track Occupied,2,87.3
TRN-01544,BLK-014377,Track Occupied,2,57.3
TRN-01545,BLK-000941,Track Occupied,3,84.9
TRN-01546,BLK-016308,Track Occupied,1,30.5
TRN-01547,BLK-003170,Track Occupied,3,85.9
TRN-01548,BLK-031822,Track Occupied,2,95.7
TRN-01548,BLK-031823,Track Occupied,2,95.7
TRN-01549,BLK-009171,Track Occupied,2,60.1
TRN-01550,BLK-014561,Track Occupied,3,61.0
TRN-01550,BLK-014562,Track Occupied,3,61.0
TRN-01551,BLK-019819,Track Occupied,2,85.7
TRN-01552,BLK-006574,Track Occupied,1,53.2
TRN-01552,BLK-006575,Track Occupied,1,53.2
TRN-01553,BLK-020728,Track Occupied,3,68.4
TRN-01554,BLK-017799,Track Occupied,3,70.0
TRN-01555,BLK-009230,Track Occupied,3,71.3
TRN-01556,BLK-007976,Track Occupied,1,37.0
TRN-01557,BLK-021364,Track Occupied,3,76.6
TRN-01558,BLK-016378,Track Occupied,3,87.7
TRN-01559,BLK-032912,Track Occupied,3,82.3
TRN-01560,BLK-029538,Track Occupied,2,59.9
TRN-01561,BLK-006570,Track Occupied,2,44.9
TRN-01562,BLK-015948,Track Occupied,3,99.0
TRN-01563,BLK-002854,Track Occupied,1,23.6
TRN-01564,BLK-010398,Track Occupied,3,99.0
TRN-01565,BLK-022252,Track Occupied,2,91.7
TRN-01566,BLK-024213,Track Occupied,3,58.7
TRN-01567,BLK-026237,Track Occupied,3,70.1
TRN-01568,BLK-005833,Track Occupied,3,48.4
TRN-01569,BLK-025624,Track Occupied,3,61.4
TRN-01570,BLK-020805,Track Occupied,2,85.2
TRN-01571,BLK-007666,Track Occupied,2,83.5
TRN-01572,BLK-029200,Track Occupied,3,75.8
TRN-01573,BLK-024647,Track Occupied,2,76.4
TRN-01574,BLK-003135,Track Occupied,2,75.2
TRN-01575,BLK-002348,Track Occupied,2,70.9
TRN-01576,BLK-012086,Track Occupied,2,94.7
TRN-01577,BLK-012094,Track Occupied,2,86.6
TRN-01578,BLK-015930,Track Occupied,1,20.0
TRN-01579,BLK-016444,Track Occupied,2,58.2
TRN-01580,BLK-014207,Track Occupied,3,69.5
TRN-01581,BLK-015148,Track Occupied,3,99.0
TRN-01582,BLK-018772,Track Occupied,1,27.5
TRN-01583,BLK-012025,Track Occupied,3,67.3
TRN-01584,BLK-002535,Track Occupied,2,65.2
TRN-01585,BLK-013504,Track Occupied,2,57.7
TRN-01586,BLK-000354,Track Occupied,1,23.8
TRN-01587,BLK-005542,Track Occupied,3,44.2
TRN-01588,BLK-028850,Track Occupied,3,84.6
TRN-01589,BLK-027260,Track Occupied,2,54.1
TRN-01590,BLK-007875,Track Occupied,2,79.8
TRN-01591,BLK-018912,Track Occupied,2,75.7
TRN-01592,BLK-028440,Track Occupied,3,83.8
TRN-01593,BLK-006384,Track Occupied,1,57.7
TRN-01594,BLK-008861,Track Occupied,2,83.5
TRN-01595,BLK-030194,Track Occupied,2,64.5
TRN-01596,BLK-026734,Track Occupied,3,44.6
TRN-01597,BLK-003127,Track Occupied,2,62.8
TRN-01598,BLK-005160,Track Occupied,3,62.0
TRN-01599,BLK-009621,Track Occupied,3,78.9
TRN-01599,BLK-009622,Track Occupied,3,78.9
TRN-01600,BLK-003392,Track Occupied,2,76.9
TRN-01601,BLK-009083,Track Occupied,2,81.9
TRN-01602,BLK-018308,Track Occupied,3,76.8
TRN-01603,BLK-024018,Track Occupied,1,31.1
TRN-01604,BLK-000430,Track Occupied,3,64.9
TRN-01605,BLK-028009,Track Occupied,3,80.2
TRN-01606,BLK-012316,Track Occupied,2,83.7
TRN-01607,BLK-004097,Track Occupied,2,78.0
TRN-01608,BLK-005954,Track Occupied,2,78.5
TRN-01609,BLK-010413,Track Occupied,3,71.9
TRN-01610,BLK-008105,Track Occupied,3,60.4
TRN-01611,BLK-019602,Track Occupied,2,68.1
TRN-01612,BLK-020449,Track Occupied,2,65.6
TRN-01613,BLK-031095,Track Occupied,1,27.1
TRN-01614,BLK-008353,Track Occupied,2,95.9
TRN-01614,BLK-008354,Track Occupied,2,95.9
TRN-01615,BLK-002614,Track Occupied,3,89.4
TRN-01615,BLK-002615,Track Occupied,3,89.4
TRN-01616,BLK-014573,Track Occupied,2,82.8
TRN-01617,BLK-016492,Track Occupied,1,53.7
TRN-01617,BLK-016493,Track Occupied,1,53.7
TRN-01618,BLK-021215,Track Occupied,2,50.3
TRN-01619,BLK-028837,Track Occupied,3,77.0
TRN-01620,BLK-028705,Track Occupied,3,54.3
TRN-01621,BLK-002333,Track Occupied,2,69.9
TRN-01622,BLK-007989,Track Occupied,2,76.8
TRN-01623,BLK-020357,Track Occupied,2,67.1
TRN-01624,BLK-016243,Track Occupied,1,34.9
TRN-01625,BLK-027715,Track Occupied,3,90.2
TRN-01626,BLK-030827,Track Occupied,3,49.8
TRN-01627,BLK-029061,Track Occupied,3,58.6
TRN-01628,BLK-013766,Track Occupied,2,84.4
TRN-01629,BLK-013153,Track Occupied,3,87.3
TRN-01630,BLK-027638,Track Occupied,2,67.1
TRN-01631,BLK-027789,Track Occupied,3,99.0
TRN-01632,BLK-029894,Track Occupied,3,81.2
TRN-01633,BLK-013828,Track Occupied,2,99.0
TRN-01634,BLK-004001,Track Occupied,2,91.9
TRN-01635,BLK-002532,Track Occupied,1,15.1
TRN-01636,BLK-024516,Track Occupied,2,72.6
TRN-01637,BLK-012647,Track Occupied,1,28.4
TRN-01638,BLK-021113,Track Occupied,3,76.2
TRN-01639,BLK-007155,Track Occupied,3,52.8
TRN-01640,BLK-014011,Track Occupied,3,76.9
TRN-01641,BLK-010054,Track Occupied,3,62.0
TRN-01642,BLK-012642,Track Occupied,2,68.8
TRN-01643,BLK-007434,Track Occupied,2,86.0
TRN-01644,BLK-009024,Track Occupied,3,47.1
TRN-01645,BLK-015560,Track Occupied,3,80.2
TRN-01646,BLK-027034,Track Occupied,3,49.8
TRN-01647,BLK-003295,Track Occupied,2,69.9
TRN-01648,BLK-003870,Track Occupied,2,71.6
TRN-01648,BLK-003871,Track Occupied,2,71.6
TRN-01649,BLK-014106,Track Occupied,1,50.1
TRN-01650,BLK-024173,Track Occupied,3,80.9
TRN-01651,BLK-008840,Track Occupied,3,45.5
TRN-01652,BLK-007451,Track Occupied,3,54.5
TRN-01653,BLK-009329,Track Occupied,2,76.3
TRN-01654,BLK-019969,Track Occupied,2,94.7
TRN-01654,BLK-019970,Track Occupied,2,94.7
TRN-01655,BLK-007804,Track Occupied,2,62.6
TRN-01656,BLK-031729,Track Occupied,2,55.0
TRN-01657,BLK-005333,Track Occupied,1,20.5
TRN-01658,BLK-002484,Track Occupied,3,73.2
TRN-01659,BLK-013329,Track Occupied,3,74.9
TRN-01659,BLK-013330,Track Occupied,3,74.9
TRN-01660,BLK-017669,Track Occupied,2,66.9
TRN-01661,BLK-015929,Track Occupied,3,81.4
TRN-01661,BLK-015930,Track Occupied,3,81.4
TRN-01662,BLK-007095,Track Occupied,2,51.1
TRN-01663,BLK-001504,Track Occupied,2,54.5
TRN-01664,BLK-016434,Track Occupied,3,66.0
TRN-01665,BLK-003064,Track Occupied,3,63.2
TRN-01666,BLK-005176,Track Occupied,2,69.4
TRN-01667,BLK-024192,Track Occupied,3,69.3
TRN-01668,BLK-007091,Track Occupied,3,69.2
TRN-01668,BLK-007092,Track Occupied,3,69.2
TRN-01669,BLK-025367,Track Occupied,3,59.8
TRN-01670,BLK-000652,Track Occupied,3,48.8
TRN-01671,BLK-013045,Track Occupied,2,64.6
TRN-01672,BLK-032560,Track Occupied,2,99.0
TRN-01672,BLK-032561,Track Occupied,2,99.0
TRN-01673,BLK-027079,Track Occupied,2,75.6
TRN-01674,BLK-031411,Track Occupied,3,84.7
TRN-01675,BLK-018462,Track Occupied,3,52.3
TRN-01675,BLK-018463,Track Occupied,3,52.3
TRN-01676,BLK-023576,Track Occupied,2,91.8
TRN-01677,BLK-033194,Track Occupied,3,81.4
TRN-01678,BLK-008275,Track Occupied,2,67.9
TRN-01679,BLK-029767,Track Occupied,3,66.6
TRN-01680,BLK-001983,Track Occupied,3,99.0
TRN-01681,BLK-020644,Track Occupied,2,67.4
TRN-01682,BLK-003722,Track Occupied,3,65.4
TRN-01683,BLK-025180,Track Occupied,3,65.1
TRN-01684,BLK-010436,Track Occupied,2,99.0
TRN-01684,BLK-010437,Track Occupied,2,99.0
TRN-01685,BLK-031719,Track Occupied,2,32.1
TRN-01686,BLK-015673,Track Occupied,1,36.5
TRN-01687,BLK-004692,Track Occupied,2,53.5
TRN-01688,BLK-014970,Track Occupied,2,94.1
TRN-01689,BLK-021765,Track Occupied,2,89.6
TRN-01690,BLK-006814,Track Occupied,3,63.3
TRN-01691,BLK-011072,Track Occupied,3,62.0
TRN-01692,BLK-026471,Track Occupied,2,57.4
TRN-01693,BLK-004695,Track Occupied,2,57.8
TRN-01694,BLK-030590,Track Occupied,3,69.2
TRN-01695,BLK-008586,Track Occupied,2,64.3
TRN-01696,BLK-012121,Track Occupied,2,99.0
TRN-01697,BLK-000892,Track Occupied,1,31.7
TRN-01698,BLK-001793,Track Occupied,2,39.2
TRN-01699,BLK-019796,Track Occupied,3,58.4
TRN-01700,BLK-003049,Track Occupied,1,36.6
TRN-01701,BLK-026574,Track Occupied,3,81.2
TRN-01702,BLK-020734,Track Occupied,3,74.8
TRN-01702,BLK-020735,Track Occupied,3,74.8
TRN-01703,BLK-028194,Track Occupied,3,69.8
TRN-01704,BLK-007777,Track Occupied,3,63.7
TRN-01705,BLK-028675,Track Occupied,3,36.4
TRN-01706,BLK-028206,Track Occupied,3,76.8
TRN-01707,BLK-026959,Track Occupied,1,31.5
TRN-01708,BLK-017295,Track Occupied,2,48.8
TRN-01709,BLK-028675,Track Occupied,2,99.0
TRN-01710,BLK-003464,Track Occupied,2,59.9
TRN-01711,BLK-017046,Track Occupied,2,82.2
TRN-01712,BLK-025621,Track Occupied,3,66.5
TRN-01713,BLK-022769,Track Occupied,3,85.7
TRN-01714,BLK-015723,Track Occupied,2,68.1
TRN-01715,BLK-016351,Track Occupied,1,70.4
TRN-01716,BLK-019551,Track Occupied,2,82.9
TRN-01717,BLK-010891,Track Occupied,3,82.4
TRN-01718,BLK-003202,Track Occupied,3,99.0
TRN-01719,BLK-032403,Track Occupied,3,73.7
TRN-01720,BLK-032454,Track Occupied,1,40.8
TRN-01721,BLK-005665,Track Occupied,3,52.6
TRN-01722,BLK-006836,Track Occupied,2,73.7
TRN-01722,BLK-006837,Track Occupied,2,73.7
TRN-01723,BLK-004674,Track Occupied,3,73.8
TRN-01724,BLK-007797,Track Occupied,2,82.2
TRN-01725,BLK-003708,Track Occupied,2,69.5
TRN-01726,BLK-017867,Track Occupied,2,69.4
TRN-01726,BLK-017868,Track Occupied,2,69.4
TRN-01727,BLK-026958,Track Occupied,1,23.5
TRN-01728,BLK-024196,Track Occupied,3,60.4
TRN-01729,BLK-022567,Track Occupied,2,57.8
TRN-01729,BLK-022568,Track Occupied,2,57.8
TRN-01730,BLK-013352,Track Occupied,2,36.3
TRN-01731,BLK-012054,Track Occupied,3,99.0
TRN-01732,BLK-007579,Track Occupied,1,45.4
TRN-01733,BLK-018852,Track Occupied,3,54.7
TRN-01734,BLK-033588,Track Occupied,1,42.2
TRN-01735,BLK-014467,Track Occupied,2,48.4
TRN-01736,BLK-010644,Track Occupied,3,48.1
TRN-01737,BLK-006331,Track Occupied,3,95.6
TRN-01738,BLK-011657,Track Occupied,2,57.9
TRN-01738,BLK-011658,Track Occupied,2,57.9
TRN-01739,BLK-002589,Track Occupied,3,99.0
TRN-01740,BLK-003911,Track Occupied,3,60.1
TRN-01741,BLK-003747,Track Occupied,3,44.9
TRN-01742,BLK-020192,Track Occupied,1,40.3
TRN-01743,BLK-012054,Track Occupied,3,63.9
TRN-01744,BLK-022508,Track Occupied,1,37.2
TRN-01745,BLK-032658,Track Occupied,3,87.0
TRN-01746,BLK-033577,Track Occupied,2,71.4
TRN-01747,BLK-024908,Track Occupied,2,99.0
TRN-01748,BLK-004533,Track Occupied,3,87.6
TRN-01749,BLK-017364,Track Occupied,2,66.3
TRN-01750,BLK-017815,Track Occupied,3,76.2
TRN-01751,BLK-024914,Track Occupied,2,99.0
TRN-01752,BLK-001642,Track Occupied,1,37.5
TRN-01753,BLK-007374,Track Occupied,3,83.8
TRN-01754,BLK-026710,Track Occupied,1,26.4
TRN-01755,BLK-019780,Track Occupied,2,68.9
TRN-01756,BLK-032209,Track Occupied,3,66.8
TRN-01757,BLK-013449,Track Occupied,2,54.9
TRN-01758,BLK-018943,Track Occupied,2,78.9
TRN-01759,BLK-001857,Track Occupied,3,85.8
TRN-01760,BLK-022724,Track Occupied,2,97.7
TRN-01760,BLK-022725,Track Occupied,2,97.7
TRN-01761,BLK-009178,Track Occupied,2,81.2
TRN-01762,BLK-028493,Track Occupied,1,32.0
TRN-01763,BLK-025186,Track Occupied,2,79.2
TRN-01764,BLK-031651,Track Occupied,1,68.6
TRN-01765,BLK-020843,Track Occupied,2,87.0
TRN-01766,BLK-001513,Track Occupied,3,74.5
TRN-01767,BLK-020134,Track Occupied,3,80.5
TRN-01768,BLK-016971,Track Occupied,2,54.2
TRN-01769,BLK-024544,Track Occupied,1,53.0
TRN-01770,BLK-033038,Track Occupied,3,87.5
TRN-01771,BLK-024987,Track Occupied,2,91.6
TRN-01772,BLK-001062,Track Occupied,1,23.4
TRN-01772,BLK-001063,Track Occupied,1,23.4
TRN-01773,BLK-028517,Track Occupied,3,88.8
TRN-01774,BLK-019490,Track Occupied,1,48.9
TRN-01775,BLK-017856,Track Occupied,1,55.1
TRN-01776,BLK-016628,Track Occupied,3,90.8
TRN-01776,BLK-016629,Track Occupied,3,90.8
TRN-01777,BLK-005348,Track Occupied,1,6.7
TRN-01778,BLK-010917,Track Occupied,2,93.9
TRN-01779,BLK-028434,Track Occupied,2,81.6
TRN-01780,BLK-019511,Track Occupied,2,46.1
TRN-01780,BLK-019512,Track Occupied,2,46.1
TRN-01781,BLK-010472,Track Occupied,2,72.0
TRN-01782,BLK-025802,Track Occupied,1,39.4
TRN-01783,BLK-016271,Track Occupied,2,86.1
TRN-01784,BLK-001596,Track Occupied,3,53.8
TRN-01785,BLK-025464,Track Occupied,2,88.0
TRN-01786,BLK-012297,Track Occupied,1,8.7
TRN-01787,BLK-009114,Track Occupied,2,90.7
TRN-01788,BLK-008269,Track Occupied,2,77.7
TRN-01789,BLK-027696,Track Occupied,2,53.7
TRN-01790,BLK-005888,Track Occupied,3,77.6
TRN-01791,BLK-028818,Track Occupied,1,41.6
TRN-01792,BLK-021455,Track Occupied,2,82.4
TRN-01793,BLK-003467,Track Occupied,3,43.4
TRN-01794,BLK-026105,Track Occupied,3,72.6
TRN-01795,BLK-020953,Track Occupied,3,99.0
TRN-01796,BLK-005279,Track Occupied,3,74.1
TRN-01797,BLK-012024,Track Occupied,2,51.4
TRN-01798,BLK-016499,Track Occupied,1,23.2
TRN-01799,BLK-002215,Track Occupied,2,87.8
TRN-01800,BLK-022856,Track Occupied,1,31.1
TRN-01801,BLK-030840,Track Occupied,2,69.0
TRN-01802,BLK-006969,Track Occupied,1,41.5
TRN-01803,BLK-003090,Track Occupied,2,77.1
TRN-01804,BLK-018118,Track Occupied,3,67.2
TRN-01804,BLK-018119,Track Occupied,3,67.2
TRN-01805,BLK-025356,Track Occupied,1,59.9
TRN-01806,BLK-020665,Track Occupied,2,73.0
TRN-01807,BLK-016335,Track Occupied,2,90.4
TRN-01808,BLK-016818,Track Occupied,2,78.5
TRN-01809,BLK-009123,Track Occupied,3,85.6
TRN-01810,BLK-014814,Track Occupied,2,85.8
TRN-01811,BLK-027415,Track Occupied,2,59.8
TRN-01812,BLK-012557,Track Occupied,2,96.2
TRN-01813,BLK-005462,Track Occupied,2,63.2
TRN-01814,BLK-003570,Track Occupied,3,78.9
TRN-01815,BLK-017606,Track Occupied,2,91.1
TRN-01816,BLK-008175,Track Occupied,1,35.0
TRN-01816,BLK-008176,Track Occupied,1,35.0
TRN-01817,BLK-019852,Track Occupied,2,51.9
TRN-01818,BLK-019632,Track Occupied,2,51.8
TRN-01819,BLK-025157,Track Occupied,3,88.8
TRN-01820,BLK-025089,Track Occupied,2,89.0
TRN-01821,BLK-009036,Track Occupied,3,79.3
TRN-01822,BLK-003934,Track Occupied,2,77.0
TRN-01823,BLK-030873,Track Occupied,2,96.0
TRN-01824,BLK-033512,Track Occupied,1,52.7
TRN-01825,BLK-021156,Track Occupied,3,99.0
TRN-01826,BLK-028447,Track Occupied,3,49.3
TRN-01827,BLK-032301,Track Occupied,2,64.9
TRN-01828,BLK-031402,Track Occupied,3,70.0
TRN-01829,BLK-032118,Track Occupied,3,80.8
TRN-01830,BLK-006260,Track Occupied,1,32.5
TRN-01831,BLK-026941,Track Occupied,2,89.5
TRN-01832,BLK-000787,Track Occupied,1,47.5
TRN-01833,BLK-002757,Track Occupied,2,64.6
TRN-01834,BLK-009206,Track Occupied,2,77.6
TRN-01835,BLK-029709,Track Occupied,3,58.0
TRN-01836,BLK-014551,Track Occupied,3,96.0
TRN-01837,BLK-020942,Track Occupied,1,48.1
TRN-01838,BLK-019805,Track Occupied,1,40.3
TRN-01839,BLK-026729,Track Occupied,3,63.9
TRN-01840,BLK-023624,Track Occupied,3,81.5
TRN-01841,BLK-002153,Track Occupied,1,17.6
TRN-01842,BLK-025937,Track Occupied,2,63.2
TRN-01842,BLK-025938,Track Occupied,2,63.2
TRN-01843,BLK-014991,Track Occupied,2,57.7
TRN-01844,BLK-004780,Track Occupied,2,96.9
TRN-01844,BLK-004781,Track Occupied,2,96.9
TRN-01845,BLK-005221,Track Occupied,3,55.5
TRN-01846,BLK-017302,Track Occupied,2,77.2
TRN-01847,BLK-007090,Track Occupied,2,63.6
TRN-01848,BLK-005636,Track Occupied,2,77.0
TRN-01849,BLK-012603,Track Occupied,2,87.3
TRN-01850,BLK-019804,Track Occupied,2,82.2
TRN-01851,BLK-029026,Track Occupied,3,97.0
TRN-01852,BLK-025893,Track Occupied,1,13.0
TRN-01853,BLK-003567,Track Occupied,3,70.1
TRN-01854,BLK-025590,Track Occupied,1,30.5
TRN-01855,BLK-011969,Track Occupied,2,99.0
TRN-01856,BLK-020603,Track Occupied,2,34.7
TRN-01857,BLK-008944,Track Occupied,1,71.6
TRN-01858,BLK-009772,Track Occupied,2,82.3
TRN-01859,BLK-009276,Track Occupied,2,89.8
TRN-01860,BLK-030681,Track Occupied,3,84.8
TRN-01861,BLK-017109,Track Occupied,2,75.1
TRN-01861,BLK-017110,Track Occupied,2,75.1
TRN-01862,BLK-008692,Track Occupied,2,82.0
TRN-01863,BLK-028623,Track Occupied,3,71.0
TRN-01864,BLK-030111,Track Occupied,3,88.5
TRN-01865,BLK-027302,Track Occupied,2,87.6
TRN-01866,BLK-014747,Track Occupied,3,87.9
TRN-01867,BLK-017266,Track Occupied,2,69.8
TRN-01868,BLK-019808,Track Occupied,3,71.8
TRN-01869,BLK-029925,Track Occupied,3,99.0
TRN-01870,BLK-030955,Track Occupied,3,57.4
TRN-01871,BLK-005103,Track Occupied,3,99.0
TRN-01872,BLK-021425,Track Occupied,1,30.5
TRN-01873,BLK-018452,Track Occupied,2,74.7
TRN-01874,BLK-001204,Track Occupied,3,81.5
TRN-01875,BLK-008575,Track Occupied,1,21.1
TRN-01876,BLK-030591,Track Occupied,3,68.5
TRN-01877,BLK-007700,Track Occupied,2,99.0
TRN-01878,BLK-021495,Track Occupied,2,77.7
TRN-01879,BLK-004083,Track Occupied,2,61.0
TRN-01880,BLK-023122,Track Occupied,3,68.5
TRN-01881,BLK-003573,Track Occupied,3,64.5
TRN-01882,BLK-003232,Track Occupied,1,24.6
TRN-01883,BLK-000101,Track Occupied,3,83.4
TRN-01884,BLK-006865,Track Occupied,3,78.8
TRN-01885,BLK-029708,Track Occupied,2,61.8
TRN-01886,BLK-011401,Track Occupied,2,62.5
TRN-01887,BLK-030868,Track Occupied,3,62.2
TRN-01888,BLK-032423,Track Occupied,3,65.3
TRN-01889,BLK-030603,Track Occupied,3,70.1
TRN-01890,BLK-030335,Track Occupied,2,70.2
TRN-01890,BLK-030336,Track Occupied,2,70.2
TRN-01891,BLK-025409,Track Occupied,3,87.7
TRN-01892,BLK-001562,Track Occupied,1,31.6
TRN-01893,BLK-002005,Track Occupied,2,62.6
TRN-01894,BLK-016302,Track Occupied,3,92.1
TRN-01895,BLK-005186,Track Occupied,3,54.0
TRN-01896,BLK-029029,Track Occupied,2,82.1
TRN-01897,BLK-004176,Track Occupied,2,72.9
TRN-01898,BLK-001025,Track Occupied,2,82.3
TRN-01899,BLK-033169,Track Occupied,2,39.9
TRN-01900,BLK-033208,Track Occupied,3,43.4
TRN-01901,BLK-027497,Track Occupied,1,37.5
TRN-01902,BLK-019132,Track Occupied,2,68.3
TRN-01903,BLK-010206,Track Occupied,2,89.5
TRN-01904,BLK-030200,Track Occupied,3,61.0
TRN-01905,BLK-010842,Track Occupied,3,61.7
TRN-01906,BLK-005237,Track Occupied,3,75.2
TRN-01907,BLK-006593,Track Occupied,3,83.7
TRN-01908,BLK-025755,Track Occupied,2,53.2
TRN-01909,BLK-030517,Track Occupied,1,49.0
TRN-01910,BLK-006966,Track Occupied,2,44.8
TRN-01911,BLK-011148,Track Occupied,3,65.7
TRN-01912,BLK-021822,Track Occupied,2,96.4
TRN-01913,BLK-031118,Track Occupied,2,64.8
TRN-01914,BLK-014362,Track Occupied,3,53.6
TRN-01915,BLK-028736,Track Occupied,3,72.3
TRN-01916,BLK-026412,Track Occupied,2,70.5
TRN-01917,BLK-004170,Track Occupied,2,69.9
TRN-01918,BLK-016942,Track Occupied,2,76.0
TRN-01919,BLK-030252,Track Occupied,2,67.1
TRN-01920,BLK-008852,Track Occupied,2,99.0
TRN-01921,BLK-018490,Track Occupied,3,99.0
TRN-01922,BLK-023613,Track Occupied,2,67.3
TRN-01923,BLK-003110,Track Occupied,2,84.8
TRN-01924,BLK-012982,Track Occupied,2,60.4
TRN-01925,BLK-012762,Track Occupied,1,25.8
TRN-01926,BLK-024598,Track Occupied,3,62.4
TRN-01927,BLK-008515,Track Occupied,2,90.2
TRN-01928,BLK-022071,Track Occupied,3,63.3
TRN-01929,BLK-015673,Track Occupied,2,53.7
TRN-01930,BLK-000245,Track Occupied,3,56.3
TRN-01931,BLK-005070,Track Occupied,2,87.4
TRN-01932,BLK-017281,Track Occupied,3,99.0
TRN-01933,BLK-007642,Track Occupied,2,73.8
TRN-01934,BLK-003602,Track Occupied,2,72.6
TRN-01935,BLK-018586,Track Occupied,2,67.6
TRN-01936,BLK-017112,Track Occupied,1,46.0
TRN-01937,BLK-025706,Track Occupied,3,65.4
TRN-01938,BLK-002358,Track Occupied,2,84.2
TRN-01939,BLK-024053,Track Occupied,2,86.1
