block_id,date,corridor_id,section_id,start_minute,end_minute,duration_minutes,track_available,block_type,night_preference,max_simultaneous_tasks
BLK-002389,2026-09-03,COR-020,SEC-0200,0,120,120,Yes,Emergency Reserve,Yes,1
BLK-002390,2026-09-03,COR-020,SEC-0200,120,240,120,Yes,Routine,Yes,3
BLK-002391,2026-09-03,COR-020,SEC-0200,240,360,120,Yes,Planned,Yes,2
BLK-002392,2026-09-03,COR-020,SEC-0200,360,480,120,No,Planned,No,2
BLK-002393,2026-09-03,COR-020,SEC-0200,480,600,120,Yes,Routine,No,1
BLK-002394,2026-09-03,COR-020,SEC-0200,600,720,120,Yes,Emergency Reserve,No,2
BLK-002395,2026-09-03,COR-020,SEC-0200,720,840,120,Yes,Emergency Reserve,No,1
BLK-002396,2026-09-03,COR-020,SEC-0200,840,960,120,No,Planned,No,3
BLK-002397,2026-09-03,COR-020,SEC-0200,960,1080,120,Yes,Planned,No,2
BLK-002398,2026-09-03,COR-020,SEC-0200,1080,1200,120,Yes,Routine,No,2
BLK-002399,2026-09-03,COR-020,SEC-0200,1200,1320,120,Yes,Planned,Yes,2
BLK-002400,2026-09-03,COR-020,SEC-0200,1320,1440,120,Yes,Routine,Yes,2
BLK-002401,2026-09-04,COR-001,SEC-0001,0,120,120,Yes,Routine,Yes,2
BLK-002402,2026-09-04,COR-001,SEC-0001,120,240,120,Yes,Planned,Yes,2
BLK-002403,2026-09-04,COR-001,SEC-0001,240,360,120,Yes,Emergency Reserve,Yes,1
BLK-002404,2026-09-04,COR-001,SEC-0001,360,480,120,Yes,Planned,No,2
BLK-002405,2026-09-04,COR-001,SEC-0001,480,600,120,Yes,Routine,No,1
BLK-002406,2026-09-04,COR-001,SEC-0001,600,720,120,No,Routine,No,2
BLK-002407,2026-09-04,COR-001,SEC-0001,720,840,120,No,Planned,No,1
BLK-002408,2026-09-04,COR-001,SEC-0001,840,960,120,Yes,Routine,No,1
BLK-002409,2026-09-04,COR-001,SEC-0001,960,1080,120,Yes,Planned,No,1
BLK-002410,2026-09-04,COR-001,SEC-0001,1080,1200,120,Yes,Routine,No,2
BLK-002411,2026-09-04,COR-001,SEC-0001,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-002412,2026-09-04,COR-001,SEC-0001,1320,1440,120,Yes,Planned,Yes,3
BLK-002413,2026-09-04,COR-001,SEC-0002,0,120,120,Yes,Planned,Yes,2
BLK-002414,2026-09-04,COR-001,SEC-0002,120,240,120,Yes,Planned,Yes,1
BLK-002415,2026-09-04,COR-001,SEC-0002,240,360,120,Yes,Planned,Yes,2
BLK-002416,2026-09-04,COR-001,SEC-0002,360,480,120,Yes,Planned,No,1
BLK-002417,2026-09-04,COR-001,SEC-0002,480,600,120,No,Planned,No,2
BLK-002418,2026-09-04,COR-001,SEC-0002,600,720,120,No,Routine,No,2
BLK-002419,2026-09-04,COR-001,SEC-0002,720,840,120,No,Planned,No,1
BLK-002420,2026-09-04,COR-001,SEC-0002,840,960,120,Yes,Planned,No,1
BLK-002421,2026-09-04,COR-001,SEC-0002,960,1080,120,No,Routine,No,3
BLK-002422,2026-09-04,COR-001,SEC-0002,1080,1200,120,Yes,Emergency Reserve,No,1
BLK-002423,2026-09-04,COR-001,SEC-0002,1200,1320,120,Yes,Planned,Yes,1
BLK-002424,2026-09-04,COR-001,SEC-0002,1320,1440,120,Yes,Planned,Yes,3
BLK-002425,2026-09-04,COR-001,SEC-0003,0,120,120,Yes,Planned,Yes,2
BLK-002426,2026-09-04,COR-001,SEC-0003,120,240,120,Yes,Planned,Yes,2
BLK-002427,2026-09-04,COR-001,SEC-0003,240,360,120,Yes,Planned,Yes,1
BLK-002428,2026-09-04,COR-001,SEC-0003,360,480,120,Yes,Emergency Reserve,No,2
BLK-002429,2026-09-04,COR-001,SEC-0003,480,600,120,Yes,Routine,No,2
BLK-002430,2026-09-04,COR-001,SEC-0003,600,720,120,Yes,Planned,No,1
BLK-002431,2026-09-04,COR-001,SEC-0003,720,840,120,Yes,Planned,No,2
BLK-002432,2026-09-04,COR-001,SEC-0003,840,960,120,No,Planned,No,3
BLK-002433,2026-09-04,COR-001,SEC-0003,960,1080,120,Yes,Planned,No,3
BLK-002434,2026-09-04,COR-001,SEC-0003,1080,1200,120,Yes,Planned,No,3
BLK-002435,2026-09-04,COR-001,SEC-0003,1200,1320,120,Yes,Planned,Yes,3
BLK-002436,2026-09-04,COR-001,SEC-0003,1320,1440,120,Yes,Planned,Yes,3
BLK-002437,2026-09-04,COR-001,SEC-0004,0,120,120,Yes,Planned,Yes,2
BLK-002438,2026-09-04,COR-001,SEC-0004,120,240,120,Yes,Planned,Yes,1
BLK-002439,2026-09-04,COR-001,SEC-0004,240,360,120,Yes,Planned,Yes,1
BLK-002440,2026-09-04,COR-001,SEC-0004,360,480,120,Yes,Planned,No,3
BLK-002441,2026-09-04,COR-001,SEC-0004,480,600,120,Yes,Planned,No,2
BLK-002442,2026-09-04,COR-001,SEC-0004,600,720,120,No,Planned,No,1
BLK-002443,2026-09-04,COR-001,SEC-0004,720,840,120,Yes,Planned,No,2
BLK-002444,2026-09-04,COR-001,SEC-0004,840,960,120,Yes,Emergency Reserve,No,2
BLK-002445,2026-09-04,COR-001,SEC-0004,960,1080,120,No,Planned,No,1
BLK-002446,2026-09-04,COR-001,SEC-0004,1080,1200,120,Yes,Routine,No,2
BLK-002447,2026-09-04,COR-001,SEC-0004,1200,1320,120,Yes,Emergency Reserve,Yes,1
BLK-002448,2026-09-04,COR-001,SEC-0004,1320,1440,120,Yes,Routine,Yes,1
BLK-002449,2026-09-04,COR-001,SEC-0005,0,120,120,No,Emergency Reserve,Yes,1
BLK-002450,2026-09-04,COR-001,SEC-0005,120,240,120,No,Planned,Yes,2
BLK-002451,2026-09-04,COR-001,SEC-0005,240,360,120,No,Planned,Yes,1
BLK-002452,2026-09-04,COR-001,SEC-0005,360,480,120,Yes,Planned,No,2
BLK-002453,2026-09-04,COR-001,SEC-0005,480,600,120,Yes,Routine,No,2
BLK-002454,2026-09-04,COR-001,SEC-0005,600,720,120,Yes,Routine,No,1
BLK-002455,2026-09-04,COR-001,SEC-0005,720,840,120,Yes,Planned,No,1
BLK-002456,2026-09-04,COR-001,SEC-0005,840,960,120,Yes,Routine,No,3
BLK-002457,2026-09-04,COR-001,SEC-0005,960,1080,120,Yes,Planned,No,2
BLK-002458,2026-09-04,COR-001,SEC-0005,1080,1200,120,Yes,Planned,No,1
BLK-002459,2026-09-04,COR-001,SEC-0005,1200,1320,120,Yes,Planned,Yes,2
BLK-002460,2026-09-04,COR-001,SEC-0005,1320,1440,120,Yes,Planned,Yes,3
BLK-002461,2026-09-04,COR-001,SEC-0006,0,120,120,Yes,Planned,Yes,1
BLK-002462,2026-09-04,COR-001,SEC-0006,120,240,120,Yes,Planned,Yes,2
BLK-002463,2026-09-04,COR-001,SEC-0006,240,360,120,Yes,Planned,Yes,1
BLK-002464,2026-09-04,COR-001,SEC-0006,360,480,120,No,Planned,No,1
BLK-002465,2026-09-04,COR-001,SEC-0006,480,600,120,No,Emergency Reserve,No,1
BLK-002466,2026-09-04,COR-001,SEC-0006,600,720,120,No,Routine,No,2
BLK-002467,2026-09-04,COR-001,SEC-0006,720,840,120,No,Planned,No,2
BLK-002468,2026-09-04,COR-001,SEC-0006,840,960,120,Yes,Planned,No,1
BLK-002469,2026-09-04,COR-001,SEC-0006,960,1080,120,Yes,Planned,No,3
BLK-002470,2026-09-04,COR-001,SEC-0006,1080,1200,120,Yes,Planned,No,1
BLK-002471,2026-09-04,COR-001,SEC-0006,1200,1320,120,Yes,Emergency Reserve,Yes,1
BLK-002472,2026-09-04,COR-001,SEC-0006,1320,1440,120,Yes,Routine,Yes,2
BLK-002473,2026-09-04,COR-001,SEC-0007,0,120,120,Yes,Planned,Yes,1
BLK-002474,2026-09-04,COR-001,SEC-0007,120,240,120,Yes,Planned,Yes,1
BLK-002475,2026-09-04,COR-001,SEC-0007,240,360,120,Yes,Planned,Yes,2
BLK-002476,2026-09-04,COR-001,SEC-0007,360,480,120,Yes,Planned,No,2
BLK-002477,2026-09-04,COR-001,SEC-0007,480,600,120,No,Planned,No,3
BLK-002478,2026-09-04,COR-001,SEC-0007,600,720,120,No,Planned,No,3
BLK-002479,2026-09-04,COR-001,SEC-0007,720,840,120,Yes,Planned,No,1
BLK-002480,2026-09-04,COR-001,SEC-0007,840,960,120,No,Planned,No,1
BLK-002481,2026-09-04,COR-001,SEC-0007,960,1080,120,Yes,Planned,No,2
BLK-002482,2026-09-04,COR-001,SEC-0007,1080,1200,120,Yes,Planned,No,2
BLK-002483,2026-09-04,COR-001,SEC-0007,1200,1320,120,Yes,Planned,Yes,3
BLK-002484,2026-09-04,COR-001,SEC-0007,1320,1440,120,Yes,Planned,Yes,1
BLK-002485,2026-09-04,COR-001,SEC-0008,0,120,120,Yes,Routine,Yes,2
BLK-002486,2026-09-04,COR-001,SEC-0008,120,240,120,Yes,Emergency Reserve,Yes,3
BLK-002487,2026-09-04,COR-001,SEC-0008,240,360,120,Yes,Routine,Yes,3
BLK-002488,2026-09-04,COR-001,SEC-0008,360,480,120,Yes,Planned,No,2
BLK-002489,2026-09-04,COR-001,SEC-0008,480,600,120,Yes,Routine,No,1
BLK-002490,2026-09-04,COR-001,SEC-0008,600,720,120,Yes,Planned,No,2
BLK-002491,2026-09-04,COR-001,SEC-0008,720,840,120,Yes,Planned,No,2
BLK-002492,2026-09-04,COR-001,SEC-0008,840,960,120,Yes,Emergency Reserve,No,2
BLK-002493,2026-09-04,COR-001,SEC-0008,960,1080,120,Yes,Planned,No,1
BLK-002494,2026-09-04,COR-001,SEC-0008,1080,1200,120,Yes,Planned,No,2
BLK-002495,2026-09-04,COR-001,SEC-0008,1200,1320,120,Yes,Routine,Yes,1
BLK-002496,2026-09-04,COR-001,SEC-0008,1320,1440,120,Yes,Planned,Yes,2
BLK-002497,2026-09-04,COR-001,SEC-0009,0,120,120,Yes,Planned,Yes,2
BLK-002498,2026-09-04,COR-001,SEC-0009,120,240,120,Yes,Emergency Reserve,Yes,2
BLK-002499,2026-09-04,COR-001,SEC-0009,240,360,120,Yes,Planned,Yes,2
BLK-002500,2026-09-04,COR-001,SEC-0009,360,480,120,Yes,Routine,No,1
BLK-002501,2026-09-04,COR-001,SEC-0009,480,600,120,Yes,Planned,No,2
BLK-002502,2026-09-04,COR-001,SEC-0009,600,720,120,Yes,Planned,No,2
BLK-002503,2026-09-04,COR-001,SEC-0009,720,840,120,Yes,Emergency Reserve,No,1
BLK-002504,2026-09-04,COR-001,SEC-0009,840,960,120,Yes,Planned,No,1
BLK-002505,2026-09-04,COR-001,SEC-0009,960,1080,120,Yes,Emergency Reserve,No,2
BLK-002506,2026-09-04,COR-001,SEC-0009,1080,1200,120,Yes,Planned,No,3
BLK-002507,2026-09-04,COR-001,SEC-0009,1200,1320,120,Yes,Routine,Yes,3
BLK-002508,2026-09-04,COR-001,SEC-0009,1320,1440,120,Yes,Planned,Yes,1
BLK-002509,2026-09-04,COR-001,SEC-0010,0,120,120,Yes,Routine,Yes,2
BLK-002510,2026-09-04,COR-001,SEC-0010,120,240,120,Yes,Routine,Yes,2
BLK-002511,2026-09-04,COR-001,SEC-0010,240,360,120,Yes,Planned,Yes,3
BLK-002512,2026-09-04,COR-001,SEC-0010,360,480,120,Yes,Routine,No,2
BLK-002513,2026-09-04,COR-001,SEC-0010,480,600,120,Yes,Planned,No,2
BLK-002514,2026-09-04,COR-001,SEC-0010,600,720,120,No,Planned,No,2
BLK-002515,2026-09-04,COR-001,SEC-0010,720,840,120,No,Planned,No,1
BLK-002516,2026-09-04,COR-001,SEC-0010,840,960,120,Yes,Routine,No,2
BLK-002517,2026-09-04,COR-001,SEC-0010,960,1080,120,Yes,Emergency Reserve,No,1
BLK-002518,2026-09-04,COR-001,SEC-0010,1080,1200,120,Yes,Planned,No,1
BLK-002519,2026-09-04,COR-001,SEC-0010,1200,1320,120,Yes,Planned,Yes,3
BLK-002520,2026-09-04,COR-001,SEC-0010,1320,1440,120,Yes,Planned,Yes,1
BLK-002521,2026-09-04,COR-002,SEC-0011,0,120,120,Yes,Planned,Yes,1
BLK-002522,2026-09-04,COR-002,SEC-0011,120,240,120,Yes,Routine,Yes,3
BLK-002523,2026-09-04,COR-002,SEC-0011,240,360,120,Yes,Planned,Yes,2
BLK-002524,2026-09-04,COR-002,SEC-0011,360,480,120,Yes,Planned,No,3
BLK-002525,2026-09-04,COR-002,SEC-0011,480,600,120,Yes,Routine,No,2
BLK-002526,2026-09-04,COR-002,SEC-0011,600,720,120,No,Planned,No,2
BLK-002527,2026-09-04,COR-002,SEC-0011,720,840,120,Yes,Planned,No,1
BLK-002528,2026-09-04,COR-002,SEC-0011,840,960,120,Yes,Planned,No,2
BLK-002529,2026-09-04,COR-002,SEC-0011,960,1080,120,Yes,Routine,No,1
BLK-002530,2026-09-04,COR-002,SEC-0011,1080,1200,120,Yes,Routine,No,2
BLK-002531,2026-09-04,COR-002,SEC-0011,1200,1320,120,Yes,Planned,Yes,3
BLK-002532,2026-09-04,COR-002,SEC-0011,1320,1440,120,No,Routine,Yes,2
BLK-002533,2026-09-04,COR-002,SEC-0012,0,120,120,Yes,Planned,Yes,2
BLK-002534,2026-09-04,COR-002,SEC-0012,120,240,120,Yes,Routine,Yes,1
BLK-002535,2026-09-04,COR-002,SEC-0012,240,360,120,Yes,Routine,Yes,2
BLK-002536,2026-09-04,COR-002,SEC-0012,360,480,120,Yes,Planned,No,1
BLK-002537,2026-09-04,COR-002,SEC-0012,480,600,120,No,Emergency Reserve,No,2
BLK-002538,2026-09-04,COR-002,SEC-0012,600,720,120,No,Planned,No,2
BLK-002539,2026-09-04,COR-002,SEC-0012,720,840,120,Yes,Routine,No,2
BLK-002540,2026-09-04,COR-002,SEC-0012,840,960,120,Yes,Emergency Reserve,No,2
BLK-002541,2026-09-04,COR-002,SEC-0012,960,1080,120,Yes,Planned,No,1
BLK-002542,2026-09-04,COR-002,SEC-0012,1080,1200,120,Yes,Routine,No,2
BLK-002543,2026-09-04,COR-002,SEC-0012,1200,1320,120,Yes,Planned,Yes,1
BLK-002544,2026-09-04,COR-002,SEC-0012,1320,1440,120,Yes,Planned,Yes,1
BLK-002545,2026-09-04,COR-002,SEC-0013,0,120,120,Yes,Planned,Yes,2
BLK-002546,2026-09-04,COR-002,SEC-0013,120,240,120,Yes,Routine,Yes,2
BLK-002547,2026-09-04,COR-002,SEC-0013,240,360,120,Yes,Planned,Yes,2
BLK-002548,2026-09-04,COR-002,SEC-0013,360,480,120,Yes,Emergency Reserve,No,1
BLK-002549,2026-09-04,COR-002,SEC-0013,480,600,120,No,Routine,No,1
BLK-002550,2026-09-04,COR-002,SEC-0013,600,720,120,Yes,Planned,No,3
BLK-002551,2026-09-04,COR-002,SEC-0013,720,840,120,Yes,Routine,No,2
BLK-002552,2026-09-04,COR-002,SEC-0013,840,960,120,No,Planned,No,1
BLK-002553,2026-09-04,COR-002,SEC-0013,960,1080,120,Yes,Routine,No,1
BLK-002554,2026-09-04,COR-002,SEC-0013,1080,1200,120,Yes,Planned,No,3
BLK-002555,2026-09-04,COR-002,SEC-0013,1200,1320,120,Yes,Emergency Reserve,Yes,2
BLK-002556,2026-09-04,COR-002,SEC-0013,1320,1440,120,Yes,Routine,Yes,2
BLK-002557,2026-09-04,COR-002,SEC-0014,0,120,120,Yes,Planned,Yes,2
BLK-002558,2026-09-04,COR-002,SEC-0014,120,240,120,Yes,Planned,Yes,2
BLK-002559,2026-09-04,COR-002,SEC-0014,240,360,120,Yes,Planned,Yes,2
BLK-002560,2026-09-04,COR-002,SEC-0014,360,480,120,No,Routine,No,1
BLK-002561,2026-09-04,COR-002,SEC-0014,480,600,120,No,Planned,No,2
BLK-002562,2026-09-04,COR-002,SEC-0014,600,720,120,Yes,Planned,No,1
BLK-002563,2026-09-04,COR-002,SEC-0014,720,840,120,No,Emergency Reserve,No,2
BLK-002564,2026-09-04,COR-002,SEC-0014,840,960,120,Yes,Routine,No,2
BLK-002565,2026-09-04,COR-002,SEC-0014,960,1080,120,Yes,Routine,No,2
BLK-002566,2026-09-04,COR-002,SEC-0014,1080,1200,120,Yes,Routine,No,2
BLK-002567,2026-09-04,COR-002,SEC-0014,1200,1320,120,No,Planned,Yes,3
BLK-002568,2026-09-04,COR-002,SEC-0014,1320,1440,120,Yes,Planned,Yes,2
BLK-002569,2026-09-04,COR-002,SEC-0015,0,120,120,Yes,Planned,Yes,1
BLK-002570,2026-09-04,COR-002,SEC-0015,120,240,120,Yes,Planned,Yes,2
BLK-002571,2026-09-04,COR-002,SEC-0015,240,360,120,Yes,Planned,Yes,1
BLK-002572,2026-09-04,COR-002,SEC-0015,360,480,120,Yes,Routine,No,3
BLK-002573,2026-09-04,COR-002,SEC-0015,480,600,120,No,Planned,No,1
BLK-002574,2026-09-04,COR-002,SEC-0015,600,720,120,No,Routine,No,3
BLK-002575,2026-09-04,COR-002,SEC-0015,720,840,120,No,Planned,No,2
BLK-002576,2026-09-04,COR-002,SEC-0015,840,960,120,No,Routine,No,3
BLK-002577,2026-09-04,COR-002,SEC-0015,960,1080,120,Yes,Planned,No,3
BLK-002578,2026-09-04,COR-002,SEC-0015,1080,1200,120,Yes,Routine,No,2
BLK-002579,2026-09-04,COR-002,SEC-0015,1200,1320,120,Yes,Planned,Yes,1
BLK-002580,2026-09-04,COR-002,SEC-0015,1320,1440,120,No,Emergency Reserve,Yes,2
BLK-002581,2026-09-04,COR-002,SEC-0016,0,120,120,Yes,Planned,Yes,1
BLK-002582,2026-09-04,COR-002,SEC-0016,120,240,120,Yes,Planned,Yes,2
BLK-002583,2026-09-04,COR-002,SEC-0016,240,360,120,Yes,Planned,Yes,2
BLK-002584,2026-09-04,COR-002,SEC-0016,360,480,120,Yes,Routine,No,2
BLK-002585,2026-09-04,COR-002,SEC-0016,480,600,120,Yes,Planned,No,2
BLK-002586,2026-09-04,COR-002,SEC-0016,600,720,120,Yes,Planned,No,2
BLK-002587,2026-09-04,COR-002,SEC-0016,720,840,120,No,Emergency Reserve,No,1
BLK-002588,2026-09-04,COR-002,SEC-0016,840,960,120,No,Planned,No,1
BLK-002589,2026-09-04,COR-002,SEC-0016,960,1080,120,No,Planned,No,2
BLK-002590,2026-09-04,COR-002,SEC-0016,1080,1200,120,Yes,Planned,No,1
BLK-002591,2026-09-04,COR-002,SEC-0016,1200,1320,120,Yes,Planned,Yes,1
BLK-002592,2026-09-04,COR-002,SEC-0016,1320,1440,120,Yes,Emergency Reserve,Yes,1
BLK-002593,2026-09-04,COR-002,SEC-0017,0,120,120,Yes,Routine,Yes,2
BLK-002594,2026-09-04,COR-002,SEC-0017,120,240,120,No,Routine,Yes,1
BLK-002595,2026-09-04,COR-002,SEC-0017,240,360,120,Yes,Planned,Yes,3
BLK-002596,2026-09-04,COR-002,SEC-0017,360,480,120,Yes,Routine,No,2
BLK-002597,2026-09-04,COR-002,SEC-0017,480,600,120,Yes,Planned,No,3
BLK-002598,2026-09-04,COR-002,SEC-0017,600,720,120,Yes,Routine,No,1
BLK-002599,2026-09-04,COR-002,SEC-0017,720,840,120,No,Planned,No,1
BLK-002600,2026-09-04,COR-002,SEC-0017,840,960,120,Yes,Routine,No,2
BLK-002601,2026-09-04,COR-002,SEC-0017,960,1080,120,Yes,Planned,No,1
BLK-002602,2026-09-04,COR-002,SEC-0017,1080,1200,120,Yes,Emergency Reserve,No,3
BLK-002603,2026-09-04,COR-002,SEC-0017,1200,1320,120,Yes,Planned,Yes,1
BLK-002604,2026-09-04,COR-002,SEC-0017,1320,1440,120,Yes,Planned,Yes,2
BLK-002605,2026-09-04,COR-002,SEC-0018,0,120,120,Yes,Routine,Yes,1
BLK-002606,2026-09-04,COR-002,SEC-0018,120,240,120,Yes,Routine,Yes,2
BLK-002607,2026-09-04,COR-002,SEC-0018,240,360,120,Yes,Planned,Yes,3
BLK-002608,2026-09-04,COR-002,SEC-0018,360,480,120,Yes,Planned,No,2
BLK-002609,2026-09-04,COR-002,SEC-0018,480,600,120,Yes,Routine,No,2
BLK-002610,2026-09-04,COR-002,SEC-0018,600,720,120,Yes,Emergency Reserve,No,2
BLK-002611,2026-09-04,COR-002,SEC-0018,720,840,120,Yes,Planned,No,2
BLK-002612,2026-09-04,COR-002,SEC-0018,840,960,120,Yes,Emergency Reserve,No,2
BLK-002613,2026-09-04,COR-002,SEC-0018,960,1080,120,Yes,Routine,No,2
BLK-002614,2026-09-04,COR-002,SEC-0018,1080,1200,120,Yes,Routine,No,1
BLK-002615,2026-09-04,COR-002,SEC-0018,1200,1320,120,Yes,Planned,Yes,3
BLK-002616,2026-09-04,COR-002,SEC-0018,1320,1440,120,Yes,Routine,Yes,1
BLK-002617,2026-09-04,COR-002,SEC-0019,0,120,120,Yes,Planned,Yes,1
BLK-002618,2026-09-04,COR-002,SEC-0019,120,240,120,Yes,Planned,Yes,2
BLK-002619,2026-09-04,COR-002,SEC-0019,240,360,120,Yes,Planned,Yes,1
BLK-002620,2026-09-04,COR-002,SEC-0019,360,480,120,Yes,Planned,No,2
BLK-002621,2026-09-04,COR-002,SEC-0019,480,600,120,No,Routine,No,2
BLK-002622,2026-09-04,COR-002,SEC-0019,600,720,120,Yes,Planned,No,2
BLK-002623,2026-09-04,COR-002,SEC-0019,720,840,120,Yes,Routine,No,3
BLK-002624,2026-09-04,COR-002,SEC-0019,840,960,120,Yes,Routine,No,3
BLK-002625,2026-09-04,COR-002,SEC-0019,960,1080,120,Yes,Routine,No,1
BLK-002626,2026-09-04,COR-002,SEC-0019,1080,1200,120,Yes,Planned,No,3
BLK-002627,2026-09-04,COR-002,SEC-0019,1200,1320,120,Yes,Planned,Yes,2
BLK-002628,2026-09-04,COR-002,SEC-0019,1320,1440,120,Yes,Emergency Reserve,Yes,2
BLK-002629,2026-09-04,COR-002,SEC-0020,0,120,120,Yes,Routine,Yes,1
BLK-002630,2026-09-04,COR-002,SEC-0020,120,240,120,Yes,Routine,Yes,3
BLK-002631,2026-09-04,COR-002,SEC-0020,240,360,120,Yes,Routine,Yes,1
BLK-002632,2026-09-04,COR-002,SEC-0020,360,480,120,No,Routine,No,3
BLK-002633,2026-09-04,COR-002,SEC-0020,480,600,120,Yes,Planned,No,3
BLK-002634,2026-09-04,COR-002,SEC-0020,600,720,120,Yes,Routine,No,2
BLK-002635,2026-09-04,COR-002,SEC-0020,720,840,120,Yes,Planned,No,3
BLK-002636,2026-09-04,COR-002,SEC-0020,840,960,120,Yes,Emergency Reserve,No,2
BLK-002637,2026-09-04,COR-002,SEC-0020,960,1080,120,Yes,Planned,No,1
BLK-002638,2026-09-04,COR-002,SEC-0020,1080,1200,120,No,Emergency Reserve,No,2
BLK-002639,2026-09-04,COR-002,SEC-0020,1200,1320,120,Yes,Planned,Yes,2
BLK-002640,2026-09-04,COR-002,SEC-0020,1320,1440,120,No,Planned,Yes,2
BLK-002641,2026-09-04,COR-003,SEC-0021,0,120,120,Yes,Planned,Yes,2
BLK-002642,2026-09-04,COR-003,SEC-0021,120,240,120,Yes,Routine,Yes,2
BLK-002643,2026-09-04,COR-003,SEC-0021,240,360,120,Yes,Routine,Yes,3
BLK-002644,2026-09-04,COR-003,SEC-0021,360,480,120,Yes,Planned,No,2
BLK-002645,2026-09-04,COR-003,SEC-0021,480,600,120,Yes,Planned,No,3
BLK-002646,2026-09-04,COR-003,SEC-0021,600,720,120,Yes,Planned,No,1
BLK-002647,2026-09-04,COR-003,SEC-0021,720,840,120,Yes,Planned,No,2
BLK-002648,2026-09-04,COR-003,SEC-0021,840,960,120,No,Planned,No,1
BLK-002649,2026-09-04,COR-003,SEC-0021,960,1080,120,No,Emergency Reserve,No,2
BLK-002650,2026-09-04,COR-003,SEC-0021,1080,1200,120,Yes,Planned,No,2
BLK-002651,2026-09-04,COR-003,SEC-0021,1200,1320,120,Yes,Routine,Yes,3
BLK-002652,2026-09-04,COR-003,SEC-0021,1320,1440,120,Yes,Routine,Yes,1
BLK-002653,2026-09-04,COR-003,SEC-0022,0,120,120,Yes,Planned,Yes,1
BLK-002654,2026-09-04,COR-003,SEC-0022,120,240,120,Yes,Planned,Yes,1
BLK-002655,2026-09-04,COR-003,SEC-0022,240,360,120,No,Emergency Reserve,Yes,3
BLK-002656,2026-09-04,COR-003,SEC-0022,360,480,120,Yes,Routine,No,2
BLK-002657,2026-09-04,COR-003,SEC-0022,480,600,120,Yes,Planned,No,2
BLK-002658,2026-09-04,COR-003,SEC-0022,600,720,120,Yes,Planned,No,3
BLK-002659,2026-09-04,COR-003,SEC-0022,720,840,120,Yes,Planned,No,2
BLK-002660,2026-09-04,COR-003,SEC-0022,840,960,120,No,Planned,No,2
BLK-002661,2026-09-04,COR-003,SEC-0022,960,1080,120,Yes,Planned,No,1
BLK-002662,2026-09-04,COR-003,SEC-0022,1080,1200,120,Yes,Planned,No,2
BLK-002663,2026-09-04,COR-003,SEC-0022,1200,1320,120,Yes,Routine,Yes,1
BLK-002664,2026-09-04,COR-003,SEC-0022,1320,1440,120,Yes,Planned,Yes,2
BLK-002665,2026-09-04,COR-003,SEC-0023,0,120,120,Yes,Planned,Yes,1
BLK-002666,2026-09-04,COR-003,SEC-0023,120,240,120,Yes,Planned,Yes,3
BLK-002667,2026-09-04,COR-003,SEC-0023,240,360,120,Yes,Planned,Yes,1
BLK-002668,2026-09-04,COR-003,SEC-0023,360,480,120,Yes,Routine,No,1
BLK-002669,2026-09-04,COR-003,SEC-0023,480,600,120,Yes,Planned,No,3
BLK-002670,2026-09-04,COR-003,SEC-0023,600,720,120,Yes,Planned,No,2
BLK-002671,2026-09-04,COR-003,SEC-0023,720,840,120,No,Planned,No,3
BLK-002672,2026-09-04,COR-003,SEC-0023,840,960,120,Yes,Emergency Reserve,No,1
BLK-002673,2026-09-04,COR-003,SEC-0023,960,1080,120,Yes,Planned,No,3
BLK-002674,2026-09-04,COR-003,SEC-0023,1080,1200,120,Yes,Planned,No,2
BLK-002675,2026-09-04,COR-003,SEC-0023,1200,1320,120,Yes,Planned,Yes,2
BLK-002676,2026-09-04,COR-003,SEC-0023,1320,1440,120,Yes,Emergency Reserve,Yes,2
BLK-002677,2026-09-04,COR-003,SEC-0024,0,120,120,Yes,Planned,Yes,3
BLK-002678,2026-09-04,COR-003,SEC-0024,120,240,120,Yes,Routine,Yes,1
BLK-002679,2026-09-04,COR-003,SEC-0024,240,360,120,Yes,Planned,Yes,2
BLK-002680,2026-09-04,COR-003,SEC-0024,360,480,120,Yes,Routine,No,1
BLK-002681,2026-09-04,COR-003,SEC-0024,480,600,120,Yes,Planned,No,2
BLK-002682,2026-09-04,COR-003,SEC-0024,600,720,120,Yes,Planned,No,3
BLK-002683,2026-09-04,COR-003,SEC-0024,720,840,120,No,Planned,No,1
BLK-002684,2026-09-04,COR-003,SEC-0024,840,960,120,Yes,Routine,No,1
BLK-002685,2026-09-04,COR-003,SEC-0024,960,1080,120,Yes,Routine,No,3
BLK-002686,2026-09-04,COR-003,SEC-0024,1080,1200,120,No,Planned,No,1
BLK-002687,2026-09-04,COR-003,SEC-0024,1200,1320,120,Yes,Routine,Yes,2
BLK-002688,2026-09-04,COR-003,SEC-0024,1320,1440,120,Yes,Planned,Yes,2
BLK-002689,2026-09-04,COR-003,SEC-0025,0,120,120,Yes,Planned,Yes,2
BLK-002690,2026-09-04,COR-003,SEC-0025,120,240,120,Yes,Planned,Yes,3
BLK-002691,2026-09-04,COR-003,SEC-0025,240,360,120,Yes,Routine,Yes,2
BLK-002692,2026-09-04,COR-003,SEC-0025,360,480,120,Yes,Planned,No,2
BLK-002693,2026-09-04,COR-003,SEC-0025,480,600,120,Yes,Routine,No,2
